task_type	prefix	data_type	bound	start	end	video	question	answer	candidates	index
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	28.53	62.03	friends_s09e05_seg02_clip_14	what does Chandler say to Monica when they are done having sex?	You are welcome	['thank you', 'that was good', 'there girl', 'You are welcome', 'done']	3456
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	22.81	56.13	friends_s08e20_seg02_clip_03	Who is Rachel talking to when she is discussing the baby?	Her mother Mrs. Green	['Her mother Mrs. Green', 'Her friend Monica', 'Phoebe', 'Joey', 'Chandler']	3457
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	35.11	castle_s06e19_seg02_clip_05	What color were Lanie's gloves when she was speaking with Castle and Beckett? 	Pink Gloves	['Tan Gloves', 'White gloves', 'Pink Gloves', 'Purple gloves', 'Black gloves ']	3458
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	34.58	64.03	friends_s04e10_seg02_clip_09	Why does Rachel get angry with Chandler when she's in the restaurant?	Because Rachel thinks Chandler gave Patrick the wrong idea about her	"[""Because Chandler ate Rachel's food"", 'Because Rachel found out Chandler lied to her', 'Because Rachel thinks Chandler is cheating on his girlfriend', ""Because Chandler broke Rachel's nose"", 'Because Rachel thinks Chandler gave Patrick the wrong idea about her']"	3459
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	26.8	55.48	castle_s07e15_seg02_clip_05	Where does Castle go when he is searching for Beckett away from his team?	Tyson's	"[""Tyson's"", 'The pier', 'Searching old warehouses', 'To the tech lab to review all of the camera footage', 'Home ']"	3460
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	65.1	91.05	house_s04e16_seg02_clip_15	Who had been home to take the call and after that went to pick up House at the bar?	Amber	['Wilde', 'Cuddy', 'Cameron', 'Kutner', 'Amber']	3461
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	35.56	castle_s06e18_seg02_clip_23	Who made it their mission to find saya an her family when discovered not dead?	The green dragon.	['The green dragon.', 'The police.', 'The union.', 'The ghost.', 'Tom.']	3462
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.3	27.45	friends_s09e21_seg02_clip_03	Why does Monica want Chandler to go to a doctor when they are in the kitchen?	To have fertility tests	['To have his third nipple removed', 'To have a mole checked', 'To have fertility tests', 'To get antibiotics for a cold', 'To see if he needs glasses.']	3463
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	26.4	52.79	castle_s03e09_seg02_clip_20	Why does Westfield share information with Kate and Castle when they sit down in Montgomery's office?	Castle threatens to use his celebrity media access to expose him	"['Westfield is stuck and reluctantly admits he needs the help of the nypd', 'Castle threatens to go to the fbi', 'Westield thinks Kate might be able to pose as Marie to help close the case', 'Castle threatens to use his celebrity media access to expose him', ""Westfield is an avid reader of Castle's books.""]"	3464
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	8.76	34.73	friends_s01e18_seg02_clip_00	What was Phoebe wearing when she sat next to Monica?	Phoebe was wearing a brown coat.	['Phoebe was wearing a boho dress.', 'Phoebe was wearing a brown coat.', 'Phoebe was wearing a thick sweater.', 'Phoebe was wearing a dress suit.', 'Phoebe was wearing a wool hat.']	3465
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	18.86	53.98	friends_s08e10_seg02_clip_09	What did Phoebe intend to do for her nephew when she got to his school?	Phoebe intended to sit Ben and one of the other kids he got in trouble with down and have a talk with him.	"['Phoebe was there to deliver his cold medicine.', ""Phoebe intended to take him home to his mother's."", 'Phoebe was there to attend the Parent Teacher conference.', 'Phoebe intended to sit Ben and one of the other kids he got in trouble with down and have a talk with him.', 'Phoebe was there as a substitute teacher and wanted to say hi to her nephew.']"	3466
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	37.22	s07e06_seg02_clip_09	What did sheldon after giving a speach?	Sat next to Leonard.	['Went to the kitchen.', 'Sat next to penny.', 'Walk away.', 'Said compliments to Raj.', 'Sat next to Leonard.']	3467
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	65.99	91.03	house_s03e16_seg02_clip_11	What John requests when the team injects contrast material?	Louder music to listen to.	['Louder music to listen to.', 'A phone call to his girlfriend.', 'A visit from Dr. House.', 'A turkey and cheese sandwich.', 'A foot massage from the hot nurse.']	3468
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	29.82	s08e20_seg02_clip_10	What did Penny say about her desire to audition for a movie when Leonard asked her about it?	She said she could live an incredible wonderful life. 	"['She complained on her headache. ', ""She said she doesn't care about becoming rich and famous. "", 'She said she changed her mind about acting career.', ""She agreed with Leonard that Kevin Smith's movie is no good."", 'She said she could live an incredible wonderful life. ']"	3469
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	30.61	68.02	friends_s08e10_seg01_clip_00	Why does Chandler want Monica to return the boots after she shows them to him?	Chandler wants Monica to return the boots because they were extremely expensive.	['Chandler wants Monica to return the boots because they are missing the soles.', 'Chandler wants Monica to return the boots because they are ugly.', 'Chandler wants Monica to return the boots because they are torn.', 'Chandler wants Monica to return the boots because they are missing buckles.', 'Chandler wants Monica to return the boots because they were extremely expensive.']	3470
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	31.01	62.02	s04e15_seg02_clip_00	How does Howard respond after Penney's comment about his clothes	He says his girlfriend doesnt pick out his clothes his mother does	['He says so what?', 'He tells her to shut up', 'He says big deal', 'He says his girlfriend doesnt pick out his clothes his mother does', 'He says its not her business']	3471
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	21.94	51.02	met_s02e16_seg02_clip_07	What is doing Lily when Marshall sat in the teather?	Lily is acting on stage.	['Lily is taking pictures.', 'Lily sat next to Marshall.', 'Lily is not in the theater.', 'Lily is acting on stage.', 'Lily is at home.']	3472
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	35.03	met_s02e01_seg02_clip_03	What are Robin and Ted doing when Marshall walks into the bathroom complaining?	Taking a shower together.	['Using the toilet.', 'Washing their clothes.', 'Brushing their teeth.', 'Taking a shower together.', 'Cleaning the bathroom.']	3473
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	23.3	53.6	castle_s02e11_seg02_clip_00	Why does Caslte say Kate is totally his work wife when they are on the stairs in the art gallery?	She gives him a disapproving and judgemental look	"['She spends more than a few hours a day with him.', ""She won't let him have a dog"", 'She gives him a disapproving and judgemental look', 'They are of complementary heights', 'Why else would he bring her coffee every day?']"	3474
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	18.65	54.83	friends_s10e04_seg02_clip_07	Why did Ross record the ending soon after starting it?	The recording took a morbid turn.	"['The recording took a morbid turn.', 'Ross ran out of tape.', 'His parents had finished recording what they wanted to say.', ""Ross' parents started making good-natured yet crude jokes."", 'Rachel interrupted him.']"	3475
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	29.46	62.03	friends_s05e19_seg02_clip_17	What did Rachel have for Ross when she met him after talking to Caitlin?	Rachel gave Ross Caitlin's number.	"['Rachel gave Ross a hug because she was sorry Caitlin was not interested.', 'Rachel gave Ross a pizza.', 'Rachel gave Ross notice that Caitlin was not interested.', 'Rachel gave Ross the pizza bill.', ""Rachel gave Ross Caitlin's number.""]"	3476
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	18.19	54.57	grey_s03e23_seg02_clip_06	What are Pete and Violet doing when she is venting her feelings to Pete?	Pete and Violet are each laying down on a couch	['Pete and Violet are not doing anything together', 'Pete and Violet are sitting down on a couch', 'Pete and Violet are eating at a resturant', 'Pete and Violet are walking in a park', 'Pete and Violet are each laying down on a couch']	3477
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	36.31	s03e11_seg02_clip_15	What does Leonard say before his mother hugs him?	He said 'I do.'	"['He says you are creepy', 'He saids Love you mom', 'He says get out', 'He says go to work', ""He said 'I do.'""]"	3478
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	34.03	s08e22_seg02_clip_06	Why did Howard say his zero-gravity toilet didn't work when talking to Sheldon?	Because it wasn't designed for Russian cosmonauts	"['Because it was a fluke', 'Because the engineers built it wrong', ""Because he couldn't get the adequate funding"", ""Because the toilet wasn't integrated correctly"", ""Because it wasn't designed for Russian cosmonauts""]"	3479
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	26.67	62.03	met_s02e02_seg02_clip_12	How was Lily after her art teacher gave her nasty comments?	Lily was shocked	['Lily was happy to know the true.', 'Lily was shocked', 'Lily was like nothing happen.', 'Lily was bored.', 'Lily was a little annoyed.']	3480
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	12.49	44.18	friends_s04e10_seg02_clip_09	Who does Rachel go to for advice when she enters the restaurant?	Chandler	['Monica', 'Ross', 'Joey', 'Chandler', 'Kevin']	3481
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	5.97	44.27	met_s02e15_seg02_clip_00	Why did the lady tell Ted and Robin to have a seat after she answered the phone?	They were waiting for her to hear something.	['They were tired.', 'They were waiting for her to hear something.', 'They were not allowed to fly.', 'They were in her way.', 'There were others to help.']	3482
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	25.49	house_s02e08_seg02_clip_09	Where in the body was House making Chase search in the patient when using the camera?	Inside the stomach.	['Inside the uterus.', 'Inside the cervix.', 'Inside the esophagus.', 'Inside the cranium.', 'Inside the stomach.']	3483
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	31.69	house_s03e11_seg02_clip_08	Why was House taking about steps when he was with the group?	To resolve the drug addiction	['Steps to become a better person', 'To resolve the drug addiction', 'To fall in love with someone', 'Brainwashing therapy', 'To find Andre the Giant']	3484
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	69.64	103.17	met_s06e15_seg02_clip_18	What did Marshall say after the neighbor said they're kissing?	Marshall said, they're kissing!	"['He said, they are crazy.', ""He said, they're running."", 'He said, they are crying', 'He said, they are laughing.', ""Marshall said, they're kissing!""]"	3485
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	20.39	59.09	s04e05_seg02_clip_13	"What does Leonard's date say is ""good on the way down and the way up"" after belching?"	Lobster	['Water', 'Asparagas', 'Wine', 'Lobster', 'Salad']	3486
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	13.87	41.02	s02e16_seg02_clip_05	Who does Leslie yell at when she was in Howard's bed?	Howard's mom.	"['Amy.', 'Penny.', ""Howard's mom."", 'Leonard.', 'Raj.']"	3487
Episodic Reasoning	video/tvqa/frames_fps3_hq/	frame	True	0.0	31.37	s05e08_seg01_clip_01	What is Sheldon upset about before he picks up his notebook?	The quality of dinner conversation declining.	['The quality of dinner conversation declining.', 'The lack of good TV shows on at this hour.', 'All the politics going on at his place of employment.', 'The fact they discontinued his favorite shampoo.', 'All the changes made to the last Star Wars film.']	3488
